"","budget","runtime","comedy","family","adventure","fantasy","drama","action","horror","documentary","scifi","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","newyearsday","christmaseve","success_1_to_1"
"986",24078133.8007948,96,1,0,0,0,0,1,0,0,0,2,1,42487325,0,1,0,0,1
"987",1.4e+07,94,1,1,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0
"989",4e+06,95,0,0,0,0,1,0,0,0,0,0,1,119137784,1,2,0,0,1
"990",3.5e+07,111,0,0,0,0,0,0,0,0,1,0,1,1432687,1,3,0,0,0
"991",2.6e+07,115,0,0,0,0,1,0,1,0,1,0,6,770576274,1,3,0,0,1
"992",2e+07,108,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"993",2.5e+07,98,1,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0
"994",24078133.8007948,126,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0
"995",8e+06,98,1,0,0,0,0,0,0,0,0,3,3,48332653,0,2,0,0,1
"996",8045760,95,1,0,0,0,0,0,0,0,0,2,2,13181693,0,1,0,0,1
"997",25530000,95,0,1,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0
"998",7e+06,92,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1
"1000",24078133.8007948,84,1,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0
"1001",24078133.8007948,109,1,0,0,0,1,0,0,0,0,0,1,180622424,0,1,0,0,1
"1002",24078133.8007948,80,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1003",1900000,98,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
"1004",5e+06,118,0,0,1,0,0,1,0,0,0,9,3,31503902,1,4,0,0,1
"1005",24078133.8007948,90,0,0,1,0,0,1,0,0,0,6,0,0,0,3,0,0,0
"1006",1e+07,109,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
"1007",1.2e+07,145,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1008",24078133.8007948,90,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1009",5.5e+07,142,1,0,0,0,1,0,0,0,0,3,4,507286645,1,3,0,0,1
"1010",3.5e+07,115,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
"1011",4e+07,138,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0
"1012",1.2e+07,86,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1013",250000,71,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"1014",6e+06,117,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1
"1015",24078133.8007948,106,0,0,0,0,1,0,0,0,0,2,2,212058987,0,1,0,0,0
"1016",24078133.8007948,102,0,0,0,0,1,1,0,0,0,4,0,0,0,3,0,0,0
"1017",1.1e+07,100,0,0,0,0,1,0,0,0,0,0,1,15431177,1,4,0,0,1
"1018",24078133.8007948,86,1,0,0,0,1,0,0,0,0,1,1,7587485,1,2,0,0,0
"1019",291000,71,0,0,0,0,1,0,1,0,1,0,0,0,1,4,0,0,1
"1020",24078133.8007948,118,1,0,0,0,1,0,0,0,0,1,7,723993221,0,4,0,0,0
"1021",2e+07,120,0,0,0,0,1,0,0,0,0,6,3,180337280,0,1,0,0,0
"1022",24078133.8007948,113,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1023",3e+06,93,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0
"1024",24078133.8007948,91,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"1025",1.1e+07,89,1,0,0,0,0,0,1,0,0,1,1,4064495,0,3,0,0,1
"1026",3e+07,97,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1
"1027",1e+07,90,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"1028",7e+06,103,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1029",24078133.8007948,94,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0
"1030",3500000,116,0,0,0,0,1,0,0,0,0,0,1,7900000,1,2,0,0,1
"1031",3500000,91,1,0,0,0,0,0,0,0,0,7,2,243225877,1,2,0,0,1
"1032",550000,95,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1
"1033",5e+06,100,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1
"1034",2800000,88,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1
"1035",3e+06,86,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1
"1036",1.1e+07,130,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1037",24078133.8007948,103,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1038",1100000,99,1,0,0,0,0,0,1,0,0,0,1,1519796,0,3,0,0,1
"1039",1.9e+07,108,0,0,0,0,0,1,1,0,0,4,10,803238822,1,1,0,0,1
"1040",1650000,118,0,0,0,0,1,0,0,0,0,3,0,0,1,3,0,0,1
"1041",2e+06,115,0,0,1,0,0,1,0,0,0,7,1,1.1e+07,1,4,0,0,1
"1042",24078133.8007948,111,1,0,0,0,1,0,0,0,0,0,3,45560128,0,1,0,0,0
"1043",24078133.8007948,89,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1044",24078133.8007948,85,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"1045",24078133.8007948,93,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"1046",1.4e+07,149,1,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1
"1047",24078133.8007948,85,1,0,0,0,1,0,0,0,0,0,1,104507,1,3,0,0,0
"1048",24078133.8007948,109,0,0,0,0,0,1,0,0,0,0,1,1300000,0,1,0,0,0
"1049",24078133.8007948,90,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1050",5500000,95,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
"1051",4.5e+07,102,1,1,0,0,0,0,0,0,1,2,0,0,1,4,0,0,1
"1052",3e+06,112,0,0,1,0,1,0,0,0,0,10,4,364031086,1,3,0,0,1
"1053",24078133.8007948,102,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
"1056",24078133.8007948,95,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0
"1057",24078133.8007948,111,0,0,0,0,1,0,0,0,0,1,3,411249727,0,2,0,0,0
"1058",1300000,162,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,1
"1060",6500000,120,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"1061",3.6e+07,106,0,0,0,0,0,0,0,0,1,1,1,63327201,1,3,0,0,0
"1062",24078133.8007948,101,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1063",24078133.8007948,104,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1064",24078133.8007948,113,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"1065",2e+06,118,0,0,0,0,1,0,0,0,0,3,3,17600005,1,4,0,0,1
"1066",3.5e+07,115,0,0,0,0,1,1,0,0,0,1,2,62095082,0,4,0,0,0
"1068",4e+07,100,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"1069",2400000,120,0,0,0,0,1,0,0,0,0,0,2,5226156,1,4,0,0,1
"1070",24078133.8007948,139,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1071",30250000,105,1,0,0,0,0,0,0,0,0,4,2,647204984,1,4,0,0,1
"1072",24078133.8007948,124,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"1074",3e+07,107,1,0,0,1,0,0,0,0,0,5,3,198376292,1,2,0,0,1
"1075",24078133.8007948,83,0,0,0,0,0,1,0,0,1,0,1,8826094,1,4,0,0,0
"1076",2.8e+07,98,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0
"1077",24078133.8007948,107,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1078",1e+06,81,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,1
"1079",5.4e+07,121,0,0,0,0,1,0,0,0,0,5,0,0,1,3,0,0,0
"1080",5e+07,125,0,0,0,0,1,1,0,0,0,1,3,958052498,1,3,0,0,0
"1081",7500000,101,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1082",24078133.8007948,89,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0
"1083",1.2e+07,108,1,0,0,0,0,0,0,0,0,0,3,10957259,1,1,0,0,0
"1084",3e+06,99,1,0,0,0,0,0,0,0,0,0,2,19310550,0,3,0,0,1
"1086",12500000,100,0,0,0,0,1,0,0,0,0,5,1,22540359,1,3,0,0,0
"1087",24078133.8007948,90,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"1088",24078133.8007948,105,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"1089",2500000,118,1,0,0,0,1,0,0,0,0,0,1,16178959,0,3,0,0,1
"1090",6500000,98,1,0,0,0,0,0,0,0,0,2,3,396533187,1,2,0,0,1
"1091",24078133.8007948,102,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1092",24078133.8007948,104,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1093",1e+07,105,0,0,0,0,1,0,0,0,0,2,3,1300796548,1,1,0,0,0
"1094",5e+06,121,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
"1097",2e+06,87,0,0,0,0,1,1,1,0,1,0,0,0,0,4,0,0,1
"1098",24078133.8007948,110,0,0,0,0,1,0,0,0,0,0,1,22730842,0,1,0,0,0
"1099",2.5e+07,96,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"1100",24078133.8007948,130,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1101",1e+06,107,0,0,1,0,0,1,1,0,1,0,0,0,0,4,0,0,1
"1103",2500000,110,0,0,1,0,0,1,0,0,0,6,7,414103285,1,3,0,0,1
"1104",24078133.8007948,150,0,0,0,0,1,0,0,0,0,1,1,5.6e+07,0,4,0,0,1
"1107",3e+05,105,1,0,1,0,0,0,0,0,0,0,1,104324083,0,1,0,0,1
"1108",2.5e+07,145,0,0,0,0,1,0,0,0,0,9,3,154052604,1,3,0,0,1
"1109",1e+06,95,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,1
"1110",24078133.8007948,117,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1111",24078133.8007948,86,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"1112",1e+07,126,0,0,0,0,1,0,0,0,0,2,1,10012022,1,4,0,0,1
"1113",3500000,105,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1114",24078133.8007948,90,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
"1115",24078133.8007948,101,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
"1116",4e+07,98,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,1
"1117",9e+06,97,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1118",7e+05,112,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1
"1119",6e+05,78,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
"1120",5500000,140,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1121",3.3e+07,116,0,0,0,0,1,0,0,0,0,0,5,617854682,1,4,0,0,1
"1122",10500000,89,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,1
"1123",13200000,115,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
"1124",2.5e+07,111,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1
"1125",24078133.8007948,108,1,0,0,0,1,0,0,0,0,0,1,264118201,0,4,0,0,1
"1126",3.5e+07,83,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1127",24078133.8007948,107,1,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,1
"1128",14600000,101,1,0,0,1,1,0,0,0,0,3,1,90383208,1,1,0,0,1
"1131",24078133.8007948,107,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"1132",2600000,104,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"1133",24078133.8007948,122,0,0,0,0,0,0,0,0,0,2,2,11235000,0,2,0,0,0
"1134",24078133.8007948,111,1,0,0,0,1,0,0,0,0,6,3,464632962,0,1,0,0,1
"1135",1e+07,101,1,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0
"1136",24078133.8007948,88,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1137",8500000,90,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
"1138",24078133.8007948,88,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1139",5e+06,88,0,0,0,0,0,0,1,0,0,2,1,14356479,1,4,0,0,1
"1140",5e+06,96,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,1
"1141",1.7e+07,86,0,0,0,0,0,0,1,0,0,1,1,56870414,0,3,0,0,1
"1142",2500000,98,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1
"1143",1.3e+07,94,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1
"1144",5e+06,88,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1
"1145",1e+05,120,0,0,0,0,0,1,0,0,1,0,1,17137302,0,1,0,0,1
"1146",4e+07,94,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"1147",24078133.8007948,113,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1148",24078133.8007948,111,0,0,0,0,1,0,0,0,0,0,2,16805406,0,3,0,0,0
"1149",24078133.8007948,89,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"1150",5e+07,88,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
"1151",24078133.8007948,110,1,0,0,0,0,0,0,0,1,0,2,68946345,0,1,0,0,0
"1152",1.2e+07,92,1,0,0,0,0,0,0,0,0,8,4,772567931,1,1,0,0,1
"1153",24078133.8007948,102,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1154",3.2e+07,106,1,0,0,0,0,0,0,0,0,5,0,0,1,3,0,0,1
"1155",4e+06,106,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1156",1.8e+07,97,0,0,1,0,0,1,0,0,0,5,0,0,0,3,0,0,1
"1157",2.3e+07,98,0,0,0,0,0,1,0,0,0,2,1,39438674,1,3,0,0,0
"1159",24078133.8007948,117,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1160",24078133.8007948,105,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0
"1161",24078133.8007948,104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1163",24078133.8007948,82,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"1164",2.3e+07,93,0,0,0,0,0,1,0,0,0,0,2,182821571,1,4,0,0,1
"1165",1.4e+07,86,1,0,0,0,0,0,0,0,0,0,1,17782178,1,1,0,0,0
"1166",24078133.8007948,104,1,0,0,1,1,0,0,0,1,2,1,7103973,0,3,0,0,0
"1167",1e+07,79,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"1168",1.5e+07,130,1,0,0,0,1,1,0,0,0,7,18,2171288210,0,4,0,0,1
"1169",24078133.8007948,112,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1171",24078133.8007948,102,1,0,0,0,1,0,0,0,0,2,2,69971262,0,4,0,0,0
"1172",1.2e+07,99,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"1173",24078133.8007948,100,1,1,0,0,1,0,0,0,0,6,1,59209,0,1,0,0,0
"1174",24078133.8007948,96,1,0,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0
"1175",2.4e+07,146,1,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1
"1176",1e+06,95,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1177",1.2e+07,102,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1178",1e+06,94,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1
"1179",5e+06,93,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1
"1180",3950000,127,0,0,0,0,1,1,0,0,0,0,1,1.2e+07,1,4,0,0,1
"1181",24078133.8007948,100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1182",24078133.8007948,137,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1183",2.3e+07,126,0,0,0,0,1,0,0,0,1,1,0,0,1,4,0,0,1
"1184",5e+07,129,0,0,0,1,1,0,0,0,0,1,3,390423076,1,4,0,0,1
"1185",24078133.8007948,91,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1186",24078133.8007948,98,1,0,0,0,1,1,0,0,0,0,1,4786789,0,1,0,0,0
"1187",4e+07,129,1,0,0,0,1,0,0,0,0,4,0,0,1,1,0,0,1
"1188",24078133.8007948,82,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1189",24078133.8007948,108,0,0,0,0,1,0,0,0,0,0,4,10195805,0,4,0,0,0
"1190",2.5e+07,127,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1191",24078133.8007948,88,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1192",1.5e+07,103,0,0,0,0,1,0,0,0,0,1,1,24048000,0,1,0,0,0
"1193",4.2e+07,115,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"1194",2e+06,109,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"1195",24078133.8007948,127,0,0,0,0,1,0,0,0,0,1,1,29381649,0,1,0,0,1
"1196",24078133.8007948,112,1,0,0,0,1,0,0,0,0,0,1,5405500,0,3,0,0,0
"1197",1.6e+07,116,0,0,1,1,0,1,0,0,0,2,1,76382,1,1,0,0,0
"1198",2.6e+07,99,0,0,0,1,0,1,0,0,1,1,0,0,0,4,0,0,1
"1199",5500000,105,0,0,0,0,0,0,0,0,0,18,24,2451967490,1,2,0,0,1
"1200",24078133.8007948,119,0,0,0,0,1,0,0,0,0,0,1,3565109,0,4,0,0,0
"1201",24078133.8007948,105,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,1
"1202",24078133.8007948,86,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1203",9e+06,94,1,0,0,1,0,1,0,0,1,1,0,0,0,4,0,0,0
"1204",1.1e+07,92,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"1205",2.8e+07,96,1,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1
"1208",24078133.8007948,93,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1209",24078133.8007948,115,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0
"1210",24078133.8007948,103,1,0,0,0,1,0,0,0,0,0,1,93282604,1,4,0,0,0
"1211",1.5e+07,93,1,0,0,0,1,0,0,0,0,3,1,90683916,1,4,0,0,0
"1212",2.2e+07,100,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1
"1213",24078133.8007948,102,1,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0
"1214",24078133.8007948,89,1,1,1,0,1,0,0,0,0,2,3,286720002,0,1,0,0,1
"1215",1e+06,87,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"1216",2.4e+07,107,1,0,0,0,0,1,0,0,0,0,3,72498166,0,3,0,0,0
"1217",3e+07,86,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"1221",24078133.8007948,93,1,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0
"1222",3.5e+07,87,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1
"1223",2.6e+07,84,1,0,0,0,0,1,0,0,0,3,1,1.9e+07,0,3,0,0,1
"1224",24078133.8007948,98,1,0,0,0,0,0,0,0,0,0,1,28890240,0,1,0,0,1
"1225",10500000,113,1,1,0,0,0,0,0,0,0,0,2,4374500,0,1,0,0,1
"1226",24078133.8007948,95,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"1227",24078133.8007948,88,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
"1228",7e+06,89,0,0,0,0,0,0,1,0,0,0,1,779820,1,2,0,0,1
"1229",24078133.8007948,102,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1230",7e+06,90,0,0,0,0,0,1,1,0,0,0,1,10442808,1,2,0,0,1
"1231",658000,90,0,0,0,0,0,0,1,0,0,2,1,1400000,1,2,0,0,1
"1232",24078133.8007948,140,0,0,0,0,1,0,0,0,0,1,3,27493916,1,1,0,0,1
"1234",1250000,118,0,0,0,0,1,0,0,0,0,2,3,2e+07,1,4,0,0,1
"1235",24078133.8007948,115,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"1236",24078133.8007948,108,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"1237",24078133.8007948,92,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1238",1e+07,116,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1239",24078133.8007948,127,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"1241",6e+05,99,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"1242",24078133.8007948,109,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1243",24078133.8007948,102,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1244",24078133.8007948,79,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1245",24078133.8007948,94,1,0,0,0,1,0,0,0,0,1,1,2225098,0,4,0,0,0
"1246",24078133.8007948,122,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1247",24078133.8007948,130,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1248",103000,104,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1249",50000,90,0,0,0,0,1,0,0,0,0,1,3,10140436,0,2,0,0,0
"1250",24078133.8007948,97,0,0,0,0,1,0,0,0,0,0,1,3623330,0,2,0,0,0
"1251",8575000,145,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1252",2.2e+07,132,0,0,0,0,1,0,0,0,0,2,1,42426912,1,4,0,0,1
"1257",24078133.8007948,114,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1258",24078133.8007948,100,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0
"1259",24078133.8007948,100,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1260",2500000,117,1,0,0,0,1,0,0,0,0,0,3,43050913,0,2,0,0,0
"1261",24078133.8007948,111,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0
"1262",1.7e+07,100,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,1
"1263",1200000,161,0,0,0,0,0,0,0,0,0,0,1,5321508,1,4,0,0,1
"1264",7275000,110,0,0,0,0,1,0,0,0,0,2,1,2e+06,0,2,0,0,1
"1265",24078133.8007948,94,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1266",24078133.8007948,104,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1267",6843500,107.440816326531,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1
"1268",24078133.8007948,89,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1269",225000,87,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"1270",1500000,112,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1271",24078133.8007948,109,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1272",24078133.8007948,84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1273",5e+06,91,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1
"1274",24078133.8007948,145,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1276",2.8e+07,118,0,0,1,0,0,1,0,0,0,8,11,2905072374,1,2,0,0,1
"1278",24078133.8007948,130,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1
"1279",1.1e+07,105,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1281",1500000,103,0,0,0,0,0,0,1,0,0,2,2,638170149,1,3,0,0,1
"1282",1e+07,97,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1
"1283",4.6e+07,118,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1
"1284",24078133.8007948,91,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"1286",24078133.8007948,93,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
"1287",11400000,115,1,0,0,0,1,0,0,0,0,3,2,302803685,0,1,0,0,0
"1288",5e+07,89,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
"1289",3500000,115,0,0,0,0,0,0,1,0,1,2,2,33006806,0,4,0,0,1
"1290",24078133.8007948,110,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0
"1292",24078133.8007948,144,0,0,0,1,1,0,0,0,1,0,2,1067838,0,3,0,0,0
"1293",8e+06,122,0,0,0,0,1,1,0,0,0,0,1,112156811,0,3,0,0,1
"1294",1.1e+07,95,0,0,0,0,1,0,0,0,0,0,1,43763247,0,3,0,0,1
"1295",24078133.8007948,97,0,0,0,0,1,0,0,0,0,0,1,249083,0,2,0,0,0
"1296",24078133.8007948,102,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1297",24078133.8007948,103,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1298",5.5e+07,107,1,0,1,0,0,1,0,0,0,3,0,0,1,2,0,0,0
"1299",3500000,96,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1
"1300",2e+06,108,0,0,0,0,0,0,1,0,0,0,1,809,1,2,0,0,0
"1301",24078133.8007948,106,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"1304",2e+06,100,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"1305",325000,105,1,0,0,0,0,0,0,0,0,1,4,31677225,1,1,0,0,1
"1306",24078133.8007948,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1308",3180000,130,0,1,0,1,1,0,0,0,0,3,1,5e+06,0,4,0,0,1
"1309",24078133.8007948,107,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"1310",4.5e+07,113,1,0,0,0,1,0,0,0,1,3,0,0,1,3,0,0,1
"1311",1.2e+07,154,1,0,0,0,0,0,0,0,0,0,3,655840167,1,4,0,0,1
"1312",4e+05,97,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"1314",445000,84,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1315",5e+07,95,0,0,0,0,0,1,0,0,0,0,1,34234008,1,4,0,0,0
"1316",3.8e+07,79,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1317",1e+07,84,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
